latitude,longitude,start_timestamp,end_timestamp,duration
55.782994,12.523918,2022-02-25T10:13:16.006Z,2022-02-25T11:07:34.178Z,3258.172
55.7855742,12.521381,2022-02-25T11:07:34.178Z,2022-02-25T13:12:30.096Z,7495.918
55.782994,12.523918,2022-02-25T13:17:31.279Z,2022-02-25T15:52:56.038Z,9324.759
55.7855742,12.521381,2022-02-25T16:09:58.874Z,2022-02-25T16:27:50.628Z,1071.754
55.782994,12.523918,2022-02-25T16:32:51.661Z,2022-02-25T16:47:59.292Z,907.631
55.9745597,11.2998304,2022-02-25T18:09:43.422Z,2022-02-25T19:04:34.973Z,3291.551
56.144365,10.181111,2022-02-25T20:33:59.386Z,2022-02-26T08:29:58Z,42958.614
56.16012,10.209579,2022-02-26T08:40:35.887Z,2022-02-26T13:14:35.718Z,16439.831
56.1572468,10.2081974,2022-02-26T13:18:54.836Z,2022-02-26T13:30:09.135Z,674.299
56.1548111,10.2067722,2022-02-26T13:32:10.134Z,2022-02-26T13:57:32.707Z,1522.573
56.1591785,10.2096372,2022-02-26T14:05:38.778Z,2022-02-26T14:55:05.498Z,2966.72
56.1544014,10.2070961,2022-02-26T15:13:21.116Z,2022-02-26T15:29:44.052Z,982.936
56.16012,10.209579,2022-02-26T15:43:01.758Z,2022-02-26T15:55:26.856Z,745.098
56.1430806,10.1860974,2022-02-26T16:06:10.524Z,2022-02-26T16:14:44.201Z,513.677
56.144365,10.181111,2022-02-26T16:17:17Z,2022-02-26T19:57:17.378Z,13200.378
56.1490782,10.2047657,2022-02-26T20:01:22.600Z,2022-02-26T22:44:48.667Z,9806.067
56.144365,10.181111,2022-02-26T23:08:11Z,2022-02-27T12:33:38Z,48327.0
56.0877935,10.248785,2022-02-27T12:50:07.072Z,2022-02-27T13:42:28.460Z,3141.388
56.144365,10.181111,2022-02-27T14:04:47.990Z,2022-02-27T17:18:30Z,11622.01
56.144365,10.181111,2022-02-27T17:40:34.116Z,2022-02-27T18:04:23.591Z,1429.475
55.782994,12.523918,2022-02-27T21:26:45.053Z,2022-02-28T07:03:38.021Z,34612.968
55.7855742,12.521381,2022-02-28T07:11:52.520Z,2022-02-28T08:13:15.949Z,3683.429
55.782994,12.523918,2022-02-28T08:23:37.723Z,2022-02-28T10:54:07.445Z,9029.722
55.7855742,12.521381,2022-02-28T10:59:08.549Z,2022-02-28T15:49:18.147Z,17409.598
55.782994,12.523918,2022-02-28T16:01:51.782Z,2022-03-01T11:47:48Z,71156.218
55.7855742,12.521381,2022-03-01T11:57:06.262Z,2022-03-01T15:35:48.346Z,13122.084
55.7855742,12.521381,2022-03-01T15:46:58.738Z,2022-03-01T21:10:06.925Z,19388.187
55.7881304,12.5323888,2022-03-01T21:20:11.621Z,2022-03-01T23:37:47.005Z,8255.384
55.782994,12.523918,2022-03-02T00:01:35.841Z,2022-03-02T15:41:52.077Z,56416.236
55.7855742,12.521381,2022-03-02T15:50:41.012Z,2022-03-02T16:09:12.835Z,1111.823
55.7855742,12.521381,2022-03-02T16:19:18.985Z,2022-03-03T00:08:58.667Z,28179.682
55.782994,12.523918,2022-03-03T00:08:58.667Z,2022-03-03T08:36:58.675Z,30480.008
55.7855742,12.521381,2022-03-03T08:41:43.566Z,2022-03-03T14:42:29.400Z,21645.834
55.782994,12.523918,2022-03-03T14:47:30.439Z,2022-03-03T16:43:24.296Z,6953.857
55.782994,12.523918,2022-03-03T16:59:21.791Z,2022-03-04T06:44:10.379Z,49488.588
55.7855742,12.521381,2022-03-04T06:52:16.746Z,2022-03-04T10:44:05.483Z,13908.737
55.7548547,12.5173743,2022-03-04T11:03:54.386Z,2022-03-04T11:21:37.598Z,1063.212
55.7855742,12.521381,2022-03-04T11:39:29.133Z,2022-03-04T12:12:13.955Z,1964.822
55.782994,12.523918,2022-03-04T12:12:13.955Z,2022-03-04T13:35:16.214Z,4982.259
55.7855742,12.521381,2022-03-04T13:40:18.003Z,2022-03-04T13:53:14.114Z,776.111
